City,CrashCount,CrashType,Latitude,Location,Longitude,Year
VANCOUVER,1,PDO,49.214502,E 61ST AVE & VICTORIA DR,-123.066021,2011
VANCOUVER,2,PDO,49.214064,E 62ND AVE & FRASER ST,-123.091071,2011
VANCOUVER,1,Casualty,49.213787,E 62ND AVE & INVERNESS ST,-123.080164,2011
VANCOUVER,9,Casualty,49.213763,E 62ND AVE & KNIGHT ST,-123.077102,2011
VANCOUVER,10,PDO,49.213763,E 62ND AVE & KNIGHT ST,-123.077102,2011
VANCOUVER,1,Casualty,49.214247,E 62ND AVE & MAIN ST,-123.102053,2011
VANCOUVER,2,PDO,49.214247,E 62ND AVE & MAIN ST,-123.102053,2011
VANCOUVER,3,Casualty,49.214212,E 62ND AVE & ONTARIO ST & W 62ND AVE,-123.106432,2011
VANCOUVER,1,Casualty,49.214287,E 62ND AVE & PRINCE EDWARD ST,-123.097857,2011
VANCOUVER,1,PDO,49.213825,E 62ND AVE & ROSS ST,-123.083147,2011
VANCOUVER,1,Casualty,49.21356,E 62ND AVE & SPARBROOK CRES,-123.034441,2011
VANCOUVER,1,PDO,49.21356,E 62ND AVE & SPARBROOK CRES,-123.034441,2011
VANCOUVER,1,Casualty,49.213824,E 62ND AVE & WINDSOR ST,-123.085695,2011
VANCOUVER,4,Casualty,49.213023,E 63RD AVE & FRASER ST,-123.091102,2011
VANCOUVER,6,PDO,49.21288,E 63RD AVE & KNIGHT ST,-123.077113,2011
VANCOUVER,7,Casualty,49.21288,E 63RD AVE & KNIGHT ST,-123.077113,2011
VANCOUVER,5,PDO,49.213255,E 63RD AVE & MAIN ST,-123.102093,2011
VANCOUVER,1,PDO,49.213322,E 63RD AVE & ONTARIO ST & W 63RD AVE,-123.106504,2011
VANCOUVER,1,Casualty,49.212958,E 63RD AVE & PRINCE ALBERT ST,-123.088153,2011
VANCOUVER,1,Casualty,49.213432,E 63RD AVE & PRINCE EDWARD ST,-123.097883,2011
VANCOUVER,1,Casualty,49.212868,E 63RD AVE & ROSS ST,-123.083159,2011
VANCOUVER,2,PDO,49.212868,E 63RD AVE & ROSS ST,-123.083159,2011
VANCOUVER,1,Casualty,49.213209,E 63RD AVE & ST GEORGE ST,-123.094284,2011
VANCOUVER,1,Casualty,49.212631,E 64TH AVE & FRASER ST,-123.09111,2011
VANCOUVER,1,PDO,49.211966,E 64TH AVE & INVERNESS ST,-123.079892,2011
VANCOUVER,1,Casualty,49.21255,E 64TH AVE & MAIN ST,-123.102136,2011
VANCOUVER,3,PDO,49.21255,E 64TH AVE & MAIN ST,-123.102136,2011
VANCOUVER,1,Casualty,49.212137,E 64TH AVE & SE MARINE DR,-123.105543,2011
VANCOUVER,3,PDO,49.212137,E 64TH AVE & SE MARINE DR,-123.105543,2011
VANCOUVER,1,PDO,49.211991,E 64TH AVE & WINDSOR ST,-123.085732,2011
VANCOUVER,1,Casualty,49.211818,E 65TH AVE & FRASER ST,-123.091122,2011
VANCOUVER,2,PDO,49.209441,E 69TH AVE & ONTARIO ST & W 69TH AVE,-123.106722,2011
VANCOUVER,1,PDO,49.264988,E 6TH AVE & GARDEN DR,-123.058106,2011
VANCOUVER,4,PDO,49.26524,E 6TH AVE & GLEN DR & GREAT NORTHERN WAY,-123.081306,2011
VANCOUVER,7,Casualty,49.26524,E 6TH AVE & GLEN DR & GREAT NORTHERN WAY,-123.081306,2011
VANCOUVER,1,Casualty,49.265063,E 6TH AVE & GRANDVIEW HWY N & WOODLAND DR,-123.073597,2011
VANCOUVER,3,PDO,49.265063,E 6TH AVE & GRANDVIEW HWY N & WOODLAND DR,-123.073597,2011
VANCOUVER,1,PDO,49.264776,E 6TH AVE & KAMLOOPS ST,-123.054713,2011
VANCOUVER,2,PDO,49.265199,E 6TH AVE & KEITH DR,-123.079402,2011
VANCOUVER,3,Casualty,49.265199,E 6TH AVE & KEITH DR,-123.079402,2011
VANCOUVER,1,Casualty,49.265008,E 6TH AVE & LAKEWOOD DR,-123.061976,2011
VANCOUVER,4,PDO,49.265503,E 6TH AVE & MAIN ST,-123.100769,2011
VANCOUVER,8,Casualty,49.265503,E 6TH AVE & MAIN ST,-123.100769,2011
VANCOUVER,1,Casualty,49.264887,E 6TH AVE & NANAIMO ST,-123.056586,2011
VANCOUVER,2,PDO,49.264887,E 6TH AVE & NANAIMO ST,-123.056586,2011
VANCOUVER,1,Casualty,49.265564,E 6TH AVE & ONTARIO ST & W 6TH AVE,-123.104788,2011
VANCOUVER,1,PDO,49.265564,E 6TH AVE & ONTARIO ST & W 6TH AVE,-123.104788,2011
VANCOUVER,1,PDO,49.265204,E 6TH AVE & PRINCE ALBERT ST,-123.087132,2011
VANCOUVER,3,PDO,49.265531,E 6TH AVE & QUEBEC ST,-123.10286,2011
VANCOUVER,2,PDO,49.264749,E 6TH AVE & RENFREW ST,-123.044314,2011
VANCOUVER,1,Casualty,49.265048,E 6TH AVE & VICTORIA DR,-123.065851,2011
VANCOUVER,1,PDO,49.264332,E 7TH AVE & FRASER ST,-123.08908,2011
VANCOUVER,1,Casualty,49.264269,E 7TH AVE & GLEN DR,-123.081324,2011
VANCOUVER,1,Casualty,49.264251,E 7TH AVE & KEITH DR,-123.07941,2011
VANCOUVER,18,Casualty,49.264471,E 7TH AVE & KINGSWAY & MAIN ST,-123.100924,2011
VANCOUVER,57,PDO,49.264471,E 7TH AVE & KINGSWAY & MAIN ST,-123.100924,2011
VANCOUVER,1,PDO,49.26421,E 7TH AVE & MCLEAN DR,-123.075559,2011
VANCOUVER,1,PDO,49.26401,E 7TH AVE & NANAIMO ST,-123.056599,2011
VANCOUVER,2,Casualty,49.26401,E 7TH AVE & NANAIMO ST,-123.056599,2011
VANCOUVER,2,PDO,49.264674,E 7TH AVE & ONTARIO ST & W 7TH AVE,-123.10482,2011
VANCOUVER,1,Casualty,49.263867,E 7TH AVE & PENTICTON ST,-123.05219,2011
VANCOUVER,1,PDO,49.264635,E 7TH AVE & QUEBEC ST,-123.102895,2011
VANCOUVER,3,Casualty,49.264635,E 7TH AVE & QUEBEC ST,-123.102895,2011
VANCOUVER,1,Casualty,49.263867,E 7TH AVE & RENFREW ST,-123.044319,2011
VANCOUVER,2,PDO,49.263816,E 7TH AVE & RUPERT ST,-123.033756,2011
VANCOUVER,1,PDO,49.26415,E 7TH AVE & VICTORIA DR,-123.065867,2011
VANCOUVER,1,Casualty,49.263361,E 8TH AVE & GLEN DR,-123.081331,2011
VANCOUVER,1,PDO,49.26347,E 8TH AVE & GUELPH ST,-123.094904,2011
VANCOUVER,1,Casualty,49.262963,E 8TH AVE & KAMLOOPS ST,-123.054714,2011
VANCOUVER,1,Casualty,49.263683,E 8TH AVE & KINGSWAY,-123.100121,2011
VANCOUVER,1,PDO,49.263683,E 8TH AVE & KINGSWAY,-123.100121,2011
VANCOUVER,1,PDO,49.26292,E 8TH AVE & LILLOOET ST,-123.039063,2011
VANCOUVER,3,Casualty,49.263698,E 8TH AVE & MAIN ST,-123.101026,2011
VANCOUVER,5,PDO,49.263698,E 8TH AVE & MAIN ST,-123.101026,2011
VANCOUVER,1,PDO,49.263312,E 8TH AVE & MCLEAN DR,-123.075573,2011
VANCOUVER,1,PDO,49.263065,E 8TH AVE & NANAIMO ST,-123.056571,2011
VANCOUVER,1,PDO,49.262927,E 8TH AVE & NOOTKA ST,-123.041552,2011
VANCOUVER,3,PDO,49.263766,E 8TH AVE & ONTARIO ST & W 8TH AVE,-123.104855,2011
VANCOUVER,1,Casualty,49.263732,E 8TH AVE & QUEBEC ST,-123.102931,2011
VANCOUVER,1,PDO,49.263732,E 8TH AVE & QUEBEC ST,-123.102931,2011
VANCOUVER,1,PDO,49.262933,E 8TH AVE & RENFREW ST,-123.044329,2011
VANCOUVER,2,Casualty,49.262933,E 8TH AVE & RENFREW ST,-123.044329,2011
VANCOUVER,2,Casualty,49.262904,E 8TH AVE & RUPERT ST,-123.03375,2011
VANCOUVER,3,PDO,49.262904,E 8TH AVE & RUPERT ST,-123.03375,2011
VANCOUVER,1,PDO,49.263391,E 8TH AVE & ST CATHERINES ST,-123.085223,2011
VANCOUVER,1,PDO,49.263455,E 8TH AVE & ST GEORGE ST,-123.092984,2011
VANCOUVER,1,Casualty,49.263375,E 8TH AVE & WINDSOR ST,-123.083294,2011
VANCOUVER,1,Casualty,49.263289,E 8TH AVE & WOODLAND DR,-123.073631,2011
VANCOUVER,19,PDO,49.262482,E BROADWAY & FRASER ST,-123.089134,2011
VANCOUVER,20,Casualty,49.262482,E BROADWAY & FRASER ST,-123.089134,2011
VANCOUVER,1,PDO,49.262242,E BROADWAY & GARDEN DR,-123.058157,2011
VANCOUVER,3,Casualty,49.262242,E BROADWAY & GARDEN DR,-123.058157,2011
VANCOUVER,6,PDO,49.262425,E BROADWAY & GLEN DR,-123.08139,2011
VANCOUVER,9,Casualty,49.262425,E BROADWAY & GLEN DR,-123.08139,2011
VANCOUVER,2,Casualty,49.262518,E BROADWAY & GUELPH ST,-123.094952,2011
VANCOUVER,3,PDO,49.262518,E BROADWAY & GUELPH ST,-123.094952,2011
VANCOUVER,3,Casualty,49.262017,E BROADWAY & KAMLOOPS ST,-123.054705,2011
VANCOUVER,4,PDO,49.262017,E BROADWAY & KAMLOOPS ST,-123.054705,2011
VANCOUVER,3,PDO,49.262002,E BROADWAY & KASLO ST,-123.04704,2011
VANCOUVER,5,Casualty,49.262002,E BROADWAY & KASLO ST,-123.04704,2011
VANCOUVER,23,Casualty,49.26287,E BROADWAY & KINGSWAY,-123.099528,2011
VANCOUVER,27,PDO,49.26287,E BROADWAY & KINGSWAY,-123.099528,2011
VANCOUVER,2,Casualty,49.26226,E BROADWAY & LAKEWOOD DR,-123.06203,2011
VANCOUVER,11,PDO,49.26226,E BROADWAY & LAKEWOOD DR,-123.06203,2011
VANCOUVER,2,Casualty,49.261899,E BROADWAY & LILLOOET ST,-123.039083,2011
VANCOUVER,2,PDO,49.261899,E BROADWAY & LILLOOET ST,-123.039083,2011
VANCOUVER,15,Casualty,49.262912,E BROADWAY & MAIN ST,-123.100967,2011
VANCOUVER,25,PDO,49.262912,E BROADWAY & MAIN ST,-123.100967,2011
VANCOUVER,1,Casualty,49.262376,E BROADWAY & MCLEAN DR,-123.075584,2011
VANCOUVER,2,PDO,49.262376,E BROADWAY & MCLEAN DR,-123.075584,2011
VANCOUVER,28,Casualty,49.262131,E BROADWAY & NANAIMO ST,-123.056591,2011
VANCOUVER,31,PDO,49.262131,E BROADWAY & NANAIMO ST,-123.056591,2011
VANCOUVER,1,Casualty,49.261924,E BROADWAY & NOOTKA ST,-123.041577,2011
VANCOUVER,6,PDO,49.261924,E BROADWAY & NOOTKA ST,-123.041577,2011
VANCOUVER,8,Casualty,49.263014,E BROADWAY & ONTARIO ST & W BROADWAY,-123.104885,2011
VANCOUVER,11,PDO,49.263014,E BROADWAY & ONTARIO ST & W BROADWAY,-123.104885,2011
VANCOUVER,2,PDO,49.262006,E BROADWAY & PENTICTON ST,-123.05221,2011
VANCOUVER,7,Casualty,49.262006,E BROADWAY & PENTICTON ST,-123.05221,2011
VANCOUVER,1,Casualty,49.262469,E BROADWAY & PRINCE ALBERT ST,-123.087187,2011
VANCOUVER,3,PDO,49.262469,E BROADWAY & PRINCE ALBERT ST,-123.087187,2011
VANCOUVER,4,PDO,49.262639,E BROADWAY & PRINCE EDWARD ST,-123.096,2011
VANCOUVER,5,Casualty,49.262639,E BROADWAY & PRINCE EDWARD ST,-123.096,2011
VANCOUVER,4,Casualty,49.262966,E BROADWAY & QUEBEC ST,-123.102961,2011
VANCOUVER,8,PDO,49.262966,E BROADWAY & QUEBEC ST,-123.102961,2011
VANCOUVER,21,Casualty,49.261948,E BROADWAY & RENFREW ST,-123.044314,2011
VANCOUVER,28,PDO,49.261948,E BROADWAY & RENFREW ST,-123.044314,2011
VANCOUVER,18,Casualty,49.261898,E BROADWAY & RUPERT ST,-123.033733,2011
VANCOUVER,32,PDO,49.261898,E BROADWAY & RUPERT ST,-123.033733,2011
VANCOUVER,1,Casualty,49.262852,E BROADWAY & SCOTIA ST,-123.098984,2011
VANCOUVER,4,PDO,49.262852,E BROADWAY & SCOTIA ST,-123.098984,2011
VANCOUVER,3,Casualty,49.262006,E BROADWAY & SLOCAN ST,-123.049586,2011
VANCOUVER,6,PDO,49.262006,E BROADWAY & SLOCAN ST,-123.049586,2011
VANCOUVER,3,Casualty,49.262455,E BROADWAY & ST CATHERINES ST,-123.085264,2011
VANCOUVER,6,PDO,49.262455,E BROADWAY & ST CATHERINES ST,-123.085264,2011
VANCOUVER,1,PDO,49.262505,E BROADWAY & ST GEORGE ST,-123.093,2011
VANCOUVER,5,Casualty,49.262505,E BROADWAY & ST GEORGE ST,-123.093,2011
VANCOUVER,13,Casualty,49.262294,E BROADWAY & VICTORIA DR,-123.065915,2011
VANCOUVER,20,PDO,49.262294,E BROADWAY & VICTORIA DR,-123.065915,2011
VANCOUVER,2,PDO,49.261897,E BROADWAY & WINDERMERE ST,-123.036518,2011
VANCOUVER,1,PDO,49.262441,E BROADWAY & WINDSOR ST,-123.083321,2011
VANCOUVER,2,Casualty,49.262441,E BROADWAY & WINDSOR ST,-123.083321,2011
VANCOUVER,6,Casualty,49.262359,E BROADWAY & WOODLAND DR,-123.073646,2011
VANCOUVER,10,PDO,49.262359,E BROADWAY & WOODLAND DR,-123.073646,2011
VANCOUVER,1,PDO,49.281914,E CORDOVA ST & GLEN DR,-123.081283,2011
VANCOUVER,2,Casualty,49.282252,E CORDOVA ST & GORE AVE,-123.097592,2011
VANCOUVER,2,PDO,49.282252,E CORDOVA ST & GORE AVE,-123.097592,2011
VANCOUVER,1,Casualty,49.282097,E CORDOVA ST & HEATLEY AVE,-123.089494,2011
VANCOUVER,1,PDO,49.282097,E CORDOVA ST & HEATLEY AVE,-123.089494,2011
VANCOUVER,1,PDO,49.282177,E CORDOVA ST & JACKSON AVE,-123.093384,2011
VANCOUVER,3,Casualty,49.282177,E CORDOVA ST & JACKSON AVE,-123.093384,2011
VANCOUVER,5,Casualty,49.282289,E CORDOVA ST & MAIN ST,-123.09963,2011
VANCOUVER,7,PDO,49.282289,E CORDOVA ST & MAIN ST,-123.09963,2011
VANCOUVER,2,Casualty,49.282134,E CORDOVA ST & PRINCESS AVE,-123.091419,2011
VANCOUVER,2,PDO,49.282134,E CORDOVA ST & PRINCESS AVE,-123.091419,2011
VANCOUVER,1,Casualty,49.281932,E CORDOVA ST & RAYMUR AVE,-123.082406,2011
VANCOUVER,1,PDO,49.281932,E CORDOVA ST & RAYMUR AVE,-123.082406,2011
VANCOUVER,2,Casualty,49.278531,E GEORGIA ST & GORE AVE,-123.097066,2011
VANCOUVER,1,PDO,49.278264,E GEORGIA ST & KOOTENAY ST,-123.025722,2011
VANCOUVER,9,Casualty,49.278569,E GEORGIA ST & MAIN ST,-123.099771,2011
VANCOUVER,12,PDO,49.278569,E GEORGIA ST & MAIN ST,-123.099771,2011
VANCOUVER,1,Casualty,49.278534,E GEORGIA ST & MCLEAN DR,-123.07412,2011
VANCOUVER,1,PDO,49.278265,E GEORGIA ST & NOOTKA ST,-123.04146,2011
VANCOUVER,2,PDO,49.278277,E GEORGIA ST & RENFREW ST,-123.044098,2011
VANCOUVER,3,Casualty,49.278277,E GEORGIA ST & RENFREW ST,-123.044098,2011
VANCOUVER,1,Casualty,49.278261,E GEORGIA ST & RUPERT ST,-123.033586,2011
VANCOUVER,2,PDO,49.278278,E GEORGIA ST & SLOCAN ST,-123.04934,2011
VANCOUVER,1,Casualty,49.27826,E GEORGIA ST & UNNAMED LANE,-123.032015,2011
VANCOUVER,1,PDO,49.27826,E GEORGIA ST & UNNAMED LANE,-123.032015,2011
VANCOUVER,1,Casualty,49.27838,E GEORGIA ST & VICTORIA DR,-123.065612,2011
VANCOUVER,1,PDO,49.27838,E GEORGIA ST & VICTORIA DR,-123.065612,2011
VANCOUVER,30,Casualty,49.281144,E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031621,2011
VANCOUVER,42,PDO,49.281144,E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031621,2011
VANCOUVER,3,PDO,49.28117,E HASTINGS ST & GARDEN DR,-123.057838,2011
VANCOUVER,5,Casualty,49.28117,E HASTINGS ST & GARDEN DR,-123.057838,2011
VANCOUVER,1,PDO,49.280967,E HASTINGS ST & GLEN DR,-123.081304,2011
VANCOUVER,2,Casualty,49.280967,E HASTINGS ST & GLEN DR,-123.081304,2011
VANCOUVER,5,PDO,49.281312,E HASTINGS ST & GORE AVE,-123.097465,2011
VANCOUVER,7,Casualty,49.281312,E HASTINGS ST & GORE AVE,-123.097465,2011
VANCOUVER,8,Casualty,49.281092,E HASTINGS ST & HAWKS AVE,-123.087162,2011
VANCOUVER,8,PDO,49.281092,E HASTINGS ST & HAWKS AVE,-123.087162,2011
VANCOUVER,4,Casualty,49.281164,E HASTINGS ST & HEATLEY AVE,-123.089531,2011
VANCOUVER,5,PDO,49.281164,E HASTINGS ST & HEATLEY AVE,-123.089531,2011
VANCOUVER,4,PDO,49.281237,E HASTINGS ST & JACKSON AVE,-123.093427,2011
VANCOUVER,8,Casualty,49.281237,E HASTINGS ST & JACKSON AVE,-123.093427,2011
VANCOUVER,8,PDO,49.281166,E HASTINGS ST & KAMLOOPS ST,-123.054581,2011
VANCOUVER,14,Casualty,49.281166,E HASTINGS ST & KAMLOOPS ST,-123.054581,2011
VANCOUVER,9,PDO,49.281154,E HASTINGS ST & KASLO ST,-123.046659,2011
VANCOUVER,10,Casualty,49.281154,E HASTINGS ST & KASLO ST,-123.046659,2011
VANCOUVER,1,PDO,49.281133,E HASTINGS ST & KOOTENAY AND HASTINGS LOOP,-123.026001,2011
VANCOUVER,13,PDO,49.281134,E HASTINGS ST & KOOTENAY ST,-123.025715,2011
VANCOUVER,14,Casualty,49.281134,E HASTINGS ST & KOOTENAY ST,-123.025715,2011
VANCOUVER,6,Casualty,49.281175,E HASTINGS ST & LAKEWOOD DR,-123.061688,2011
VANCOUVER,11,PDO,49.281175,E HASTINGS ST & LAKEWOOD DR,-123.061688,2011
VANCOUVER,3,Casualty,49.281161,E HASTINGS ST & LILLOOET ST,-123.038842,2011
VANCOUVER,6,PDO,49.281161,E HASTINGS ST & LILLOOET ST,-123.038842,2011
VANCOUVER,20,Casualty,49.281347,E HASTINGS ST & MAIN ST,-123.099687,2011
VANCOUVER,27,PDO,49.281347,E HASTINGS ST & MAIN ST,-123.099687,2011
VANCOUVER,2,Casualty,49.28131,E HASTINGS ST & MCLEAN DR,-123.074117,2011
VANCOUVER,5,PDO,49.28131,E HASTINGS ST & MCLEAN DR,-123.074117,2011
VANCOUVER,26,Casualty,49.281168,E HASTINGS ST & NANAIMO ST,-123.056544,2011
VANCOUVER,46,PDO,49.281168,E HASTINGS ST & NANAIMO ST,-123.056544,2011
VANCOUVER,4,Casualty,49.281162,E HASTINGS ST & PENTICTON ST,-123.051974,2011
VANCOUVER,7,PDO,49.281162,E HASTINGS ST & PENTICTON ST,-123.051974,2011
VANCOUVER,6,Casualty,49.281196,E HASTINGS ST & PRINCESS AVE,-123.091467,2011
VANCOUVER,6,PDO,49.281196,E HASTINGS ST & PRINCESS AVE,-123.091467,2011
VANCOUVER,24,Casualty,49.281155,E HASTINGS ST & RENFREW ST,-123.044034,2011
VANCOUVER,38,PDO,49.281155,E HASTINGS ST & RENFREW ST,-123.044034,2011
VANCOUVER,2,PDO,49.28124,E HASTINGS ST & SALSBURY DR,-123.06829,2011
VANCOUVER,4,Casualty,49.28124,E HASTINGS ST & SALSBURY DR,-123.06829,2011
VANCOUVER,2,PDO,49.28119,E HASTINGS ST & SEMLIN DR,-123.063634,2011
VANCOUVER,4,Casualty,49.28119,E HASTINGS ST & SEMLIN DR,-123.063634,2011
VANCOUVER,11,Casualty,49.281132,E HASTINGS ST & SKEENA ST,-123.02833,2011
VANCOUVER,14,PDO,49.281132,E HASTINGS ST & SKEENA ST,-123.02833,2011
VANCOUVER,5,Casualty,49.281159,E HASTINGS ST & SLOCAN ST,-123.049336,2011
VANCOUVER,9,PDO,49.281159,E HASTINGS ST & SLOCAN ST,-123.049336,2011
VANCOUVER,9,PDO,49.281173,E HASTINGS ST & TEMPLETON DR,-123.059764,2011
VANCOUVER,10,Casualty,49.281173,E HASTINGS ST & TEMPLETON DR,-123.059764,2011
VANCOUVER,1,Casualty,49.281115,E HASTINGS ST & VERNON DR,-123.079159,2011
VANCOUVER,1,PDO,49.281115,E HASTINGS ST & VERNON DR,-123.079159,2011
VANCOUVER,13,PDO,49.281211,E HASTINGS ST & VICTORIA DR,-123.065573,2011
VANCOUVER,15,Casualty,49.281211,E HASTINGS ST & VICTORIA DR,-123.065573,2011
VANCOUVER,11,PDO,49.281163,E HASTINGS ST & WINDERMERE ST,-123.036186,2011
VANCOUVER,12,Casualty,49.281163,E HASTINGS ST & WINDERMERE ST,-123.036186,2011
VANCOUVER,2,Casualty,49.281292,E HASTINGS ST & WOODLAND DR,-123.072629,2011
VANCOUVER,3,PDO,49.281292,E HASTINGS ST & WOODLAND DR,-123.072629,2011
VANCOUVER,11,Casualty,49.287083,E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & MCGILL ST OFFRAMP & MCGILL ST ONRAMP & N SKEENA ST & SECOND NARROWS BRIDGE & TRANS-CANADA HWY & HIGHWAY RAMP,-123.030985,2011
VANCOUVER,23,PDO,49.287083,E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & MCGILL ST OFFRAMP & MCGILL ST ONRAMP & N SKEENA ST & SECOND NARROWS BRIDGE & TRANS-CANADA HWY & HIGHWAY RAMP,-123.030985,2011
VANCOUVER,2,PDO,49.289308,E HASTINGS ST ONRAMP & N SKEENA ST & TRANS-CANADA HWY,-123.028307,2011
VANCOUVER,4,Casualty,49.289308,E HASTINGS ST ONRAMP & N SKEENA ST & TRANS-CANADA HWY,-123.028307,2011
VANCOUVER,5,PDO,49.208185,E KENT AVE N & FRASER ST,-123.091176,2011
VANCOUVER,1,PDO,49.206475,E KENT AVE N & JELLICOE ST,-123.047696,2011
VANCOUVER,1,PDO,49.206787,E KENT AVE N & KERR ST,-123.042257,2011
VANCOUVER,3,PDO,49.207235,E KENT AVE N & MAIN ST,-123.102418,2011
VANCOUVER,1,PDO,49.207563,E KENT AVE N & PRINCE EDWARD ST,-123.098531,2011
VANCOUVER,1,Casualty,49.207942,E KENT AVE N & ST GEORGE ST,-123.094045,2011
VANCOUVER,1,PDO,49.207942,E KENT AVE N & ST GEORGE ST,-123.094045,2011
VANCOUVER,1,PDO,49.207477,E KENT AVE N & VICTORIA DR,-123.066156,2011
VANCOUVER,1,Casualty,49.207903,E KENT AVE S & FRASER ST,-123.091185,2011
VANCOUVER,2,PDO,49.207903,E KENT AVE S & FRASER ST,-123.091185,2011
VANCOUVER,1,PDO,49.206969,E KENT AVE S & MAIN ST,-123.102426,2011
VANCOUVER,8,Casualty,49.248662,E KING EDWARD AVE & FRASER ST,-123.090155,2011
VANCOUVER,12,PDO,49.248662,E KING EDWARD AVE & FRASER ST,-123.090155,2011
VANCOUVER,1,Casualty,49.248563,E KING EDWARD AVE & GLEN DR,-123.081908,2011
VANCOUVER,1,PDO,49.248563,E KING EDWARD AVE & GLEN DR,-123.081908,2011
VANCOUVER,1,Casualty,49.248549,E KING EDWARD AVE & INVERNESS ST,-123.080035,2011
VANCOUVER,17,Casualty,49.248491,E KING EDWARD AVE & KINGSWAY,-123.072309,2011
VANCOUVER,23,PDO,49.248491,E KING EDWARD AVE & KINGSWAY,-123.072309,2011
VANCOUVER,13,Casualty,49.248512,E KING EDWARD AVE & KNIGHT ST,-123.076075,2011
VANCOUVER,16,PDO,49.248512,E KING EDWARD AVE & KNIGHT ST,-123.076075,2011
VANCOUVER,11,Casualty,49.248771,E KING EDWARD AVE & MAIN ST,-123.10107,2011
VANCOUVER,22,PDO,49.248771,E KING EDWARD AVE & MAIN ST,-123.10107,2011
VANCOUVER,1,PDO,49.248844,E KING EDWARD AVE & ONTARIO ST & W KING EDWARD AVE,-123.104993,2011
VANCOUVER,4,Casualty,49.248844,E KING EDWARD AVE & ONTARIO ST & W KING EDWARD AVE,-123.104993,2011
VANCOUVER,1,PDO,49.248717,E KING EDWARD AVE & PRINCE EDWARD ST,-123.096771,2011
VANCOUVER,2,Casualty,49.248717,E KING EDWARD AVE & PRINCE EDWARD ST,-123.096771,2011
VANCOUVER,1,Casualty,49.248805,E KING EDWARD AVE & QUEBEC ST,-123.103194,2011
VANCOUVER,3,PDO,49.248741,E KING EDWARD AVE & SOPHIA ST,-123.098894,2011
VANCOUVER,1,Casualty,49.248592,E KING EDWARD AVE & ST CATHERINES ST,-123.085847,2011
VANCOUVER,1,Casualty,49.248686,E KING EDWARD AVE & ST GEORGE ST,-123.09406,2011
VANCOUVER,1,PDO,49.248686,E KING EDWARD AVE & ST GEORGE ST,-123.09406,2011
VANCOUVER,1,Casualty,49.248578,E KING EDWARD AVE & WINDSOR ST,-123.083892,2011
VANCOUVER,1,Casualty,49.280233,E PENDER ST & GARDEN DR,-123.057847,2011
VANCOUVER,1,Casualty,49.280335,E PENDER ST & GORE AVE,-123.097304,2011
VANCOUVER,1,PDO,49.280335,E PENDER ST & GORE AVE,-123.097304,2011
VANCOUVER,1,Casualty,49.280157,E PENDER ST & HAWKS AVE,-123.087211,2011
VANCOUVER,1,PDO,49.280157,E PENDER ST & HAWKS AVE,-123.087211,2011
VANCOUVER,1,Casualty,49.280208,E PENDER ST & HEATLEY AVE,-123.08957,2011
VANCOUVER,1,Casualty,49.280271,E PENDER ST & JACKSON AVE,-123.093473,2011
VANCOUVER,1,PDO,49.280271,E PENDER ST & JACKSON AVE,-123.093473,2011
VANCOUVER,1,Casualty,49.280231,E PENDER ST & KAMLOOPS ST,-123.05459,2011
VANCOUVER,1,PDO,49.280237,E PENDER ST & LAKEWOOD DR,-123.061715,2011
VANCOUVER,1,Casualty,49.280198,E PENDER ST & LILLOOET ST,-123.038845,2011
VANCOUVER,1,PDO,49.280198,E PENDER ST & LILLOOET ST,-123.038845,2011
VANCOUVER,7,PDO,49.280381,E PENDER ST & MAIN ST,-123.099699,2011
VANCOUVER,14,Casualty,49.280381,E PENDER ST & MAIN ST,-123.099699,2011
VANCOUVER,1,PDO,49.280325,E PENDER ST & MCLEAN DR,-123.07412,2011
VANCOUVER,1,Casualty,49.280234,E PENDER ST & NANAIMO ST,-123.056548,2011
VANCOUVER,1,PDO,49.280234,E PENDER ST & NANAIMO ST,-123.056548,2011
VANCOUVER,2,Casualty,49.280206,E PENDER ST & RENFREW ST,-123.044078,2011
VANCOUVER,2,PDO,49.280206,E PENDER ST & RENFREW ST,-123.044078,2011
VANCOUVER,1,Casualty,49.280211,E PENDER ST & SKEENA ST,-123.02833,2011
VANCOUVER,1,PDO,49.280222,E PENDER ST & SLOCAN ST,-123.049336,2011
VANCOUVER,2,Casualty,49.280197,E PENDER ST & WINDERMERE ST,-123.036197,2011
VANCOUVER,1,PDO,49.233587,E WOODSTOCK AVE & MAIN ST,-123.101542,2011
VANCOUVER,2,PDO,49.241182,EARLES ST & EUCLID AVE,-123.045389,2011
VANCOUVER,1,Casualty,49.239725,EARLES ST & HORLEY ST,-123.046779,2011
VANCOUVER,2,PDO,49.239725,EARLES ST & HORLEY ST,-123.046779,2011
VANCOUVER,1,Casualty,49.243641,EARLES ST & KINGS AVE,-123.043029,2011
VANCOUVER,16,PDO,49.237566,EARLES ST & KINGSWAY,-123.048809,2011
VANCOUVER,22,Casualty,49.237566,EARLES ST & KINGSWAY,-123.048809,2011
